transaction_id,date,hour,time_slot,city,persona,is_weekend,temp_f,cpi,category,product_name,size,base_price,customizations,n_customizations,upcharge,total_price,calories,sugar_g,caffeine_mg
TXN-075707,2025-11-14,8,morning_rush,New York,morning_commuter,0,43.3,326.0,Classic Espresso Drinks,Cappuccino,Venti,4.77,none,0,0.0,5.87,110,14,150.0
TXN-075708,2025-03-27,10,late_morning,Seattle,student,0,54.0,320.3,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Tall,4.36,Oat Milk,1,0.7,6.12,170,38,0.0
TXN-075709,2025-05-30,12,lunch,Chicago,weekend_explorer,0,65.0,321.4,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Tall,4.28,Vanilla Syrup|Oat Milk|Cold Foam,3,2.3,7.98,180,41,70.0
TXN-075710,2025-06-22,12,lunch,Seattle,weekend_explorer,1,60.8,322.2,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,4.38,Extra Shot|Oat Milk,2,1.5,7.15,250,45,150.0
TXN-075711,2025-10-21,7,morning_rush,Seattle,morning_commuter,0,50.7,325.1,Coffee,Brewed Coffee,Grande,2.55,Vanilla Syrup|Oat Milk|Cold Foam,3,2.3,5.95,5,0,330.0
TXN-075712,2024-11-26,9,morning_rush,Houston,morning_commuter,0,57.2,317.6,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.06,5,0,330.0
TXN-075713,2025-05-17,7,morning_rush,New York,morning_commuter,1,71.2,321.4,Coffee,Brewed Coffee,Short,2.03,none,0,0.0,2.46,3,0,175.0
TXN-075714,2024-05-01,20,evening,Chicago,morning_commuter,0,65.8,313.2,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Venti,4.69,Oat Milk|Whipped Cream,2,0.7,6.37,280,44,180.0
TXN-075715,2025-08-10,7,morning_rush,Seattle,health_conscious,1,71.0,324.2,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Venti,4.86,Vanilla Syrup,1,0.6,6.68,120,31,
TXN-075716,2026-01-01,20,evening,Chicago,student,0,15.8,326.6,Tazo® Tea Drinks,Tazo® Tea,Grande,3.73,none,0,0.0,4.6,0,0,
TXN-075717,2025-11-13,11,late_morning,New York,morning_commuter,0,45.2,326.0,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Venti,5.31,none,0,0.0,6.53,340,76,140.0
TXN-075718,2025-11-02,11,late_morning,Seattle,student,1,50.2,326.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,Oat Milk,1,0.7,6.12,90,18,
TXN-075719,2025-12-31,18,evening,Houston,afternoon_treat,0,48.1,326.6,Frappuccino® Blended Coffee,Coffee,Tall,4.33,Extra Shot,1,0.8,6.32,160,36,0.0
TXN-075720,2024-09-21,6,early_morning,Seattle,morning_commuter,1,57.6,315.6,Classic Espresso Drinks,Cappuccino,Venti,4.77,none,0,0.0,5.68,110,14,150.0
TXN-075721,2024-11-26,20,evening,New York,student,0,51.3,317.6,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Grande,5.08,none,0,0.0,6.09,200,38,0.0
TXN-075722,2025-11-14,7,morning_rush,Houston,morning_commuter,0,71.1,326.0,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,5.09,80,7,75.0
TXN-075723,2025-03-11,6,early_morning,Chicago,morning_commuter,0,43.3,320.3,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,4.59,none,0,0.0,5.55,270,45,75.0
TXN-075724,2024-11-17,13,lunch,Seattle,weekend_explorer,1,47.6,317.6,Coffee,Brewed Coffee,Venti,2.92,Extra Shot,1,0.8,4.46,5,0,410.0
TXN-075725,2025-02-04,17,evening,Chicago,weekend_explorer,0,27.1,319.8,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,none,0,0.0,5.08,130,17,75.0
TXN-075726,2024-07-22,7,morning_rush,Los Angeles,student,0,75.9,314.1,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Venti,5.4,none,0,0.0,6.4,420,84,145.0
TXN-075727,2025-07-06,11,late_morning,Seattle,weekend_explorer,1,65.3,323.3,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.11,5,0,330.0
TXN-075728,2024-11-24,10,late_morning,New York,health_conscious,1,46.5,317.6,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.05,100,9,75.0
TXN-075729,2025-04-28,9,morning_rush,Los Angeles,morning_commuter,0,59.8,320.6,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,4.1,none,0,0.0,4.96,150,27,75.0
TXN-075730,2024-06-18,9,morning_rush,Chicago,afternoon_treat,0,82.4,313.6,Smoothies,Banana Chocolate Smoothie,Grande,5.24,none,0,0.0,6.2,280,34,
TXN-075731,2026-02-14,19,evening,Houston,student,1,67.1,327.5,Classic Espresso Drinks,Caffè Latte,Venti,4.39,none,0,0.0,5.43,170,23,150.0
TXN-075732,2025-06-07,9,morning_rush,New York,afternoon_treat,1,74.3,322.2,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Grande,4.34,none,0,0.0,5.28,90,21,165.0
TXN-075733,2024-12-17,16,afternoon,Seattle,afternoon_treat,0,43.3,319.0,Classic Espresso Drinks,Caffè Americano,Grande,4.23,none,0,0.0,5.09,15,0,225.0
TXN-075734,2024-07-03,7,morning_rush,Los Angeles,morning_commuter,0,71.0,314.1,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,none,0,0.0,5.74,140,24,75.0
TXN-075735,2025-07-23,15,afternoon,Chicago,afternoon_treat,0,81.5,323.3,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Venti,5.59,none,0,0.0,6.82,450,74,150.0
TXN-075736,2024-08-08,20,evening,Chicago,student,0,73.8,314.7,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Venti,5.59,Whipped Cream,1,0.0,6.64,450,74,150.0
TXN-075737,2025-08-10,10,late_morning,New York,weekend_explorer,1,78.3,324.2,Classic Espresso Drinks,Caffè Americano,Grande,4.23,Extra Shot|Oat Milk,2,1.5,7.01,15,0,225.0
TXN-075738,2024-10-18,11,late_morning,Seattle,student,0,49.6,316.5,Classic Espresso Drinks,Cappuccino,Venti,4.77,none,0,0.0,5.7,110,14,150.0
TXN-075739,2026-01-30,13,lunch,Los Angeles,afternoon_treat,0,63.5,327.5,Classic Espresso Drinks,Cappuccino,Grande,4.14,Extra Shot,1,0.8,6.11,80,7,75.0
TXN-075740,2024-04-07,12,lunch,Houston,weekend_explorer,1,73.9,313.2,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Grande,4.73,Vanilla Syrup|Whipped Cream,2,0.6,6.3,80,21,
TXN-075741,2024-08-12,12,lunch,Chicago,weekend_explorer,0,70.7,314.7,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Grande,4.34,Caramel Drizzle,1,0.6,5.87,90,21,165.0
TXN-075742,2025-05-28,7,morning_rush,Seattle,student,0,66.8,321.4,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,5.02,80,7,75.0
TXN-075743,2025-12-29,7,morning_rush,Los Angeles,morning_commuter,0,54.6,326.6,Classic Espresso Drinks,Skinny Latte (Any Flavour),Venti,4.65,Extra Shot,1,0.8,6.72,160,21,150.0
TXN-075744,2025-12-16,8,morning_rush,New York,morning_commuter,0,22.0,326.6,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Venti,3.94,none,0,0.0,4.86,190,39,
TXN-075745,2025-09-22,15,afternoon,Seattle,afternoon_treat,0,59.8,,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Grande,4.73,none,0,0.0,,80,21,
TXN-075746,2026-02-14,13,lunch,New York,weekend_explorer,1,29.6,327.5,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.2,100,9,75.0
TXN-075747,2026-01-15,9,morning_rush,New York,morning_commuter,0,36.3,327.5,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,Mocha Sauce,1,0.6,5.94,130,17,75.0
TXN-075748,2025-02-14,10,late_morning,Chicago,morning_commuter,0,11.5,319.8,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Venti,5.54,none,0,0.0,6.69,310,69,0.0
TXN-075749,2025-09-08,9,morning_rush,Los Angeles,morning_commuter,0,76.3,,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Grande,5.08,none,0,0.0,,200,38,0.0
TXN-075750,2025-11-24,10,late_morning,Chicago,weekend_explorer,0,42.9,326.0,Classic Espresso Drinks,Skinny Latte (Any Flavour),Venti,4.65,Vanilla Syrup,1,0.6,6.46,160,21,150.0
TXN-075751,2024-09-10,5,early_morning,Seattle,morning_commuter,0,63.0,315.6,Classic Espresso Drinks,Caffè Americano,Short,3.51,none,0,0.0,4.18,5,0,75.0
TXN-075752,2024-12-12,10,late_morning,Houston,weekend_explorer,0,51.6,319.0,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Grande,4.32,Whipped Cream,1,0.0,5.2,130,33,
TXN-075753,2024-11-21,8,morning_rush,Seattle,afternoon_treat,0,44.6,317.6,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,Extra Shot,1,0.8,7.05,200,40,70.0
TXN-075754,2025-04-23,17,evening,Los Angeles,health_conscious,0,60.6,320.6,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,Extra Shot,1,0.8,5.64,170,25,25.0
TXN-075755,2025-02-28,15,afternoon,New York,health_conscious,0,43.0,319.8,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Venti,5.31,none,0,0.0,6.41,340,76,140.0
TXN-075756,2025-12-25,7,morning_rush,Seattle,morning_commuter,0,42.0,326.6,Classic Espresso Drinks,Skinny Latte (Any Flavour),Venti,4.65,none,0,0.0,5.73,160,21,150.0
TXN-075757,2024-10-06,15,afternoon,Los Angeles,student,1,69.8,316.5,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,none,0,0.0,6.61,240,44,75.0
TXN-075758,2025-07-12,18,evening,New York,afternoon_treat,1,77.9,323.3,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,5.27,Vanilla Syrup|Caramel Drizzle,2,1.2,7.89,200,29,75.0
TXN-075759,2024-10-13,11,late_morning,Chicago,student,1,58.4,316.5,Classic Espresso Drinks,Cappuccino,Venti,4.77,none,0,0.0,5.7,110,14,150.0
TXN-075760,2025-01-25,12,lunch,New York,afternoon_treat,1,19.4,319.7,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,none,0,0.0,6.13,200,40,70.0
TXN-075761,2025-04-30,8,morning_rush,New York,morning_commuter,0,68.8,320.6,Classic Espresso Drinks,Cappuccino,Venti,4.77,none,0,0.0,5.77,110,14,150.0
TXN-075762,2024-08-12,19,evening,Seattle,afternoon_treat,0,64.5,314.7,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.03,5,0,330.0
TXN-075763,2024-11-09,5,early_morning,Seattle,morning_commuter,1,49.8,317.6,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.06,5,0,330.0
TXN-075764,2025-09-01,12,lunch,Los Angeles,morning_commuter,0,78.6,324.2,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,Vanilla Syrup|Whipped Cream,2,0.6,5.46,170,25,25.0
TXN-075765,2024-10-23,7,morning_rush,Chicago,morning_commuter,0,58.7,316.5,Frappuccino® Light Blended Coffee,Caramel,Tall,4.03,Extra Shot|Cold Foam,2,1.8,6.96,100,23,65.0
TXN-075766,2024-06-29,16,afternoon,Houston,student,1,85.5,313.6,Frappuccino® Blended Coffee,Coffee,Tall,4.33,none,0,0.0,5.12,160,36,0.0
TXN-075767,2025-06-10,12,lunch,Los Angeles,morning_commuter,0,68.5,322.2,Coffee,Brewed Coffee,Venti,2.92,Vanilla Syrup,1,0.6,4.28,5,0,410.0
TXN-075768,2025-05-20,16,afternoon,Los Angeles,student,0,73.6,321.4,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.54,5,0,410.0
TXN-075769,2025-01-15,14,afternoon,Chicago,morning_commuter,0,9.5,319.7,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.08,100,9,75.0
TXN-075770,2024-09-21,7,morning_rush,Chicago,morning_commuter,1,75.1,315.6,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,none,0,0.0,5.02,130,17,75.0
TXN-075771,2024-07-14,9,morning_rush,New York,morning_commuter,1,80.7,314.1,Coffee,Brewed Coffee,Venti,2.92,Extra Shot|Oat Milk,2,1.5,5.24,5,0,410.0
TXN-075772,2025-05-09,8,morning_rush,Los Angeles,weekend_explorer,0,77.1,321.4,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,5.18,90,18,
TXN-075773,2024-09-07,14,afternoon,Chicago,afternoon_treat,1,56.7,315.6,Frappuccino® Light Blended Coffee,Coffee,Venti,5.24,none,0,0.0,6.24,160,33,120.0
TXN-075774,2024-08-22,7,morning_rush,New York,weekend_explorer,0,66.1,314.7,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Grande,3.78,none,0,0.0,4.49,120,21,50.0
TXN-075775,2025-01-08,18,evening,Houston,morning_commuter,0,38.5,319.7,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.52,5,0,410.0
TXN-075776,2024-08-22,7,morning_rush,Seattle,weekend_explorer,0,63.6,314.7,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,Vanilla Syrup,1,0.6,6.62,120,15,75.0
TXN-075777,2025-10-30,8,morning_rush,Seattle,morning_commuter,0,47.7,325.1,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti,5.3,none,0,0.0,6.5,330,77,130.0
TXN-075778,2024-09-05,11,late_morning,Chicago,student,0,75.6,315.6,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti,5.3,none,0,0.0,6.31,330,77,130.0
TXN-075779,2024-08-05,12,lunch,Chicago,afternoon_treat,0,76.2,314.7,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Tall,4.08,none,0,0.0,4.85,80,18,90.0
TXN-075780,2025-06-23,13,lunch,New York,morning_commuter,0,91.0,322.2,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,none,0,0.0,6.18,200,40,70.0
TXN-075781,2024-10-10,7,morning_rush,New York,morning_commuter,0,54.2,316.5,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,4.1,none,0,0.0,4.9,150,27,75.0
TXN-075782,2025-08-22,15,afternoon,Chicago,weekend_explorer,0,71.9,324.2,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,none,0,0.0,6.08,120,15,75.0
TXN-075783,2024-07-05,9,morning_rush,New York,health_conscious,0,80.4,314.1,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Tall,4.56,none,0,0.0,5.41,170,38,0.0
TXN-075784,2025-05-07,7,morning_rush,Seattle,health_conscious,0,57.6,321.4,Smoothies,Banana Chocolate Smoothie,Grande,5.24,none,0,0.0,6.36,280,34,
TXN-075785,2024-07-22,6,early_morning,Los Angeles,morning_commuter,0,75.9,314.1,Frappuccino® Blended Coffee,Coffee,Venti,5.43,none,0,0.0,6.44,310,69,95.0
TXN-075786,2024-06-19,7,morning_rush,Houston,morning_commuter,0,78.3,313.6,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.46,5,0,410.0
TXN-075787,2024-06-09,7,morning_rush,Chicago,health_conscious,1,65.3,313.6,Tazo® Tea Drinks,Tazo® Green Tea Latte,Tall,3.24,Extra Shot,1,0.8,4.78,210,41,55.0
TXN-075788,2025-04-13,7,morning_rush,Seattle,student,1,48.5,320.6,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Tall,4.53,Cold Foam,1,1.0,6.69,220,44,75.0
TXN-075789,2024-07-08,16,afternoon,Chicago,weekend_explorer,0,77.2,314.1,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,none,0,0.0,5.74,140,24,75.0
TXN-075790,2024-06-02,12,lunch,Los Angeles,weekend_explorer,1,63.7,313.6,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Venti,4.18,Vanilla Syrup|Oat Milk,2,1.3,6.49,190,39,0.0
TXN-075791,2024-06-08,16,afternoon,Chicago,afternoon_treat,1,64.3,313.6,Classic Espresso Drinks,Caffè Latte,Venti,4.39,Oat Milk,1,0.7,6.02,170,23,150.0
TXN-075792,2025-01-28,7,morning_rush,Los Angeles,morning_commuter,0,48.2,319.7,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,4.99,80,7,75.0
TXN-075793,2025-08-15,7,morning_rush,Seattle,student,0,64.7,324.2,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Tall,4.08,none,0,0.0,4.99,80,18,90.0
TXN-075794,2024-10-20,12,lunch,Houston,morning_commuter,1,70.3,316.5,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.14,130,17,85.0
TXN-075795,2026-02-13,12,lunch,Houston,afternoon_treat,0,66.8,327.5,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,5.28,90,18,
TXN-075796,2025-08-27,13,lunch,New York,afternoon_treat,0,69.3,324.2,Classic Espresso Drinks,Caffè Latte,Tall,3.94,none,0,0.0,4.82,100,14,75.0
TXN-075797,2025-10-09,7,morning_rush,Los Angeles,weekend_explorer,0,69.0,325.1,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Tall,4.28,Whipped Cream|Cold Foam,2,1.0,6.48,180,41,70.0
TXN-075798,2024-07-29,8,morning_rush,Los Angeles,morning_commuter,0,70.1,314.1,Coffee,Brewed Coffee,Grande,2.55,Whipped Cream|Mocha Sauce,2,0.6,3.73,5,0,330.0
TXN-075799,2024-10-15,13,lunch,New York,afternoon_treat,0,49.7,316.5,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,Extra Shot|Vanilla Syrup,2,1.4,6.28,170,25,25.0
TXN-075800,2025-01-25,13,lunch,Los Angeles,weekend_explorer,1,54.3,319.7,Classic Espresso Drinks,Caffè Americano,Short,3.51,none,0,0.0,4.23,5,0,75.0
TXN-075801,2025-11-27,15,afternoon,Los Angeles,weekend_explorer,0,59.3,326.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,Extra Shot,1,0.8,7.38,150,22,10.0
TXN-075802,2024-06-16,15,afternoon,New York,afternoon_treat,1,66.5,313.6,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,Oat Milk,1,0.7,6.71,120,15,75.0
TXN-075803,2024-07-12,20,evening,Los Angeles,morning_commuter,0,70.7,314.1,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,none,0,0.0,6.16,150,22,10.0
TXN-075804,2024-10-21,11,late_morning,Houston,student,0,69.1,316.5,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,4.38,none,0,0.0,5.23,250,45,150.0
TXN-075805,2024-12-17,5,early_morning,Seattle,weekend_explorer,0,43.3,319.0,Smoothies,Orange Mango Banana Smoothie,Grande,5.37,Oat Milk|Cold Foam,2,1.7,8.51,260,37,15.0
TXN-075806,2024-08-18,8,morning_rush,Seattle,weekend_explorer,1,66.9,314.7,Smoothies,Strawberry Banana Smoothie,Grande,5.21,none,0,0.0,6.19,290,41,0.0
TXN-075807,2025-12-30,7,morning_rush,Houston,morning_commuter,0,45.8,326.6,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.6,5,0,410.0
TXN-075808,2024-10-31,7,morning_rush,Seattle,afternoon_treat,0,46.5,316.5,Coffee,Brewed Coffee,Tall,2.18,none,0,0.0,2.6,4,0,260.0
TXN-075809,2024-04-08,9,morning_rush,Houston,afternoon_treat,0,72.1,313.2,Classic Espresso Drinks,Cappuccino,Grande,4.14,Caramel Drizzle,1,0.6,5.6,80,7,75.0
TXN-075810,2024-08-16,8,morning_rush,Chicago,morning_commuter,0,75.3,314.7,Classic Espresso Drinks,Espresso,Grande,4.12,Caramel Drizzle,1,0.6,5.61,5,0,75.0
TXN-075811,2024-08-24,11,late_morning,New York,student,1,71.7,314.7,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Venti,5.54,none,0,0.0,6.58,310,69,0.0
TXN-075812,2025-03-06,17,evening,Los Angeles,student,0,49.8,320.3,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Short,2.77,Mocha Sauce,1,0.6,4.07,80,16,
TXN-075813,2026-02-21,18,evening,Houston,student,1,71.4,327.5,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,Cold Foam,1,1.0,6.51,90,18,
TXN-075814,2025-10-09,11,late_morning,Seattle,morning_commuter,0,54.3,325.1,Classic Espresso Drinks,Cappuccino,Tall,3.98,none,0,0.0,4.88,60,8,75.0
TXN-075815,2024-11-07,7,morning_rush,Chicago,morning_commuter,0,48.7,317.6,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Grande,5.08,none,0,0.0,6.09,200,38,0.0
TXN-075816,2024-11-14,5,early_morning,Houston,afternoon_treat,0,63.4,317.6,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,4.96,80,7,75.0
TXN-075817,2024-07-09,6,early_morning,Seattle,morning_commuter,0,76.0,314.1,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Grande,4.34,Oat Milk,1,0.7,5.97,90,21,165.0
TXN-075818,2024-06-23,20,evening,New York,student,1,84.8,313.6,Tazo® Tea Drinks,Tazo® Tea,Grande,3.73,none,0,0.0,4.41,0,0,
TXN-075819,2025-09-16,13,lunch,Los Angeles,afternoon_treat,0,77.5,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,,90,18,
TXN-075820,2026-02-17,12,lunch,Los Angeles,afternoon_treat,0,51.9,327.5,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,none,0,0.0,5.98,140,24,75.0
TXN-075821,2026-01-07,8,morning_rush,Seattle,morning_commuter,0,40.8,327.5,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,Vanilla Syrup|Oat Milk,2,1.3,7.88,200,40,70.0
TXN-075822,2024-11-12,13,lunch,Houston,weekend_explorer,0,67.1,317.6,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,Vanilla Syrup|Caramel Drizzle,2,1.2,5.97,90,15,0.0
TXN-075823,2024-08-20,8,morning_rush,New York,morning_commuter,0,66.4,314.7,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Venti,4.77,none,0,0.0,5.67,160,36,125.0
TXN-075824,2024-08-11,13,lunch,Seattle,afternoon_treat,1,66.1,314.7,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Tall,4.56,Whipped Cream,1,0.0,5.42,170,38,0.0
TXN-075825,2025-03-14,13,lunch,Chicago,weekend_explorer,0,59.7,320.3,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,Extra Shot|Vanilla Syrup,2,1.4,6.36,170,25,25.0
TXN-075826,2025-07-22,7,morning_rush,Los Angeles,health_conscious,0,71.4,323.3,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Grande,3.78,Oat Milk,1,0.7,5.47,120,21,50.0
TXN-075827,2024-07-08,16,afternoon,Los Angeles,weekend_explorer,0,71.6,314.1,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,5.06,90,18,
TXN-075828,2025-05-28,13,lunch,Seattle,afternoon_treat,0,66.8,321.4,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,4.38,Whipped Cream,1,0.0,5.31,250,45,150.0
TXN-075829,2024-10-08,12,lunch,New York,health_conscious,0,59.9,316.5,Frappuccino® Light Blended Coffee,Mocha,Grande,4.47,none,0,0.0,5.34,150,30,95.0
TXN-075830,2024-07-31,9,morning_rush,Houston,morning_commuter,0,84.2,314.1,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.02,5,0,330.0
TXN-075831,2024-05-19,10,late_morning,Chicago,student,1,64.4,313.0,Coffee,Brewed Coffee,Tall,2.18,Vanilla Syrup,1,0.6,3.28,4,0,260.0
TXN-075832,2024-04-11,11,late_morning,Los Angeles,health_conscious,0,67.3,313.2,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,4.59,none,0,0.0,5.43,270,45,75.0
TXN-075833,2025-06-09,9,morning_rush,New York,health_conscious,0,64.5,322.2,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,none,0,0.0,4.6,90,15,0.0
TXN-075834,2024-09-22,8,morning_rush,New York,health_conscious,1,65.9,315.6,Classic Espresso Drinks,Caffè Latte,Tall,3.94,none,0,0.0,4.69,100,14,75.0
TXN-075835,2025-03-28,7,morning_rush,Chicago,health_conscious,0,58.9,320.3,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,Caramel Drizzle|Whipped Cream,2,0.6,5.29,90,15,0.0
TXN-075836,2025-07-08,12,lunch,Seattle,weekend_explorer,0,70.2,323.3,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,Extra Shot|Whipped Cream,2,0.8,6.11,130,17,75.0
TXN-075837,2026-02-20,12,lunch,Los Angeles,afternoon_treat,0,46.9,327.5,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Venti,5.4,Whipped Cream,1,0.0,6.67,420,84,145.0
TXN-075838,2025-04-01,8,morning_rush,Los Angeles,student,0,57.7,320.3,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,none,0,0.0,6.01,120,15,75.0
TXN-075839,2026-01-30,8,morning_rush,New York,health_conscious,0,9.4,327.5,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.15,5,0,330.0
TXN-075840,2025-11-20,15,afternoon,Houston,health_conscious,0,74.3,326.0,Smoothies,Banana Chocolate Smoothie,Grande,5.24,none,0,0.0,6.45,280,34,
TXN-075841,2024-11-23,16,afternoon,Seattle,weekend_explorer,1,47.3,317.6,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Tall,4.53,Extra Shot|Vanilla Syrup,2,1.4,7.11,220,44,75.0
TXN-075842,2024-07-14,19,evening,Los Angeles,student,1,72.8,314.1,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Tall,4.39,none,0,0.0,5.2,180,40,130.0
TXN-075843,2024-11-16,14,afternoon,Chicago,weekend_explorer,1,47.3,317.6,Frappuccino® Light Blended Coffee,Java Chip,Venti,5.12,none,0,0.0,6.14,290,52,165.0
TXN-075844,2025-05-26,16,afternoon,Seattle,afternoon_treat,0,59.7,321.4,Classic Espresso Drinks,Skinny Latte (Any Flavour),Grande,4.18,Caramel Drizzle|Oat Milk,2,1.3,6.65,120,16,150.0
TXN-075845,2024-10-17,11,late_morning,Seattle,student,0,50.1,316.5,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Grande,4.73,none,0,0.0,5.65,80,21,
